groupId	movieId	rating
15	366	3
15	680	4
15	2081	4
15	321	4
15	2803	3
15	3020	4
15	2885	4
16	648	3
16	2277	4
16	3203	4
16	3494	4
16	1619	3
16	2048	4
16	3036	3
16	3820	2
16	154	4
16	2872	4
16	3367	4
16	3897	4
16	1002	4
16	1699	4
16	2602	3
17	271	3
17	1585	4
17	19	2
17	509	4
17	519	2
17	2082	3
17	360	3
17	3189	4
17	2034	3
17	3282	4
17	3505	4
17	938	3
17	896	4
17	1936	4
17	1038	4
18	2358	4
18	2685	3
18	2874	3
18	3726	4
18	2572	3
18	1936	4
18	3043	2
18	413	3
18	1856	3
18	2425	4
18	2345	4
18	3239	3
18	1829	3
18	3053	3
18	530	4
19	2481	4
19	704	2
19	3376	3
19	1699	4
19	146	2
19	1233	4
19	3469	4
19	3391	2
19	2293	3
19	3393	2
19	602	4
19	2180	4
19	3699	3
19	1347	3
19	1792	3
20	2744	4
20	2674	3
20	599	4
20	2163	3
20	1456	2
20	3223	4
20	1707	2
20	2404	3
20	3741	4
20	630	4
20	3206	3
20	494	3
20	1211	4
20	1355	3
20	3442	2
21	631	3
21	3471	4
21	848	4
21	3342	4
21	1273	4
21	3936	4
21	3153	4
21	3945	2
21	2798	2
21	2303	4
21	1454	4
21	3253	4
21	3269	3
21	628	4
21	980	3
22	33	3
22	3532	4
22	2927	4
22	2355	4
22	3483	3
22	3898	3
22	1734	4
22	2340	3
22	1641	4
22	3844	4
22	2175	4
22	2862	3
22	328	3
22	863	4
22	2695	3
23	641	3
23	3472	2
23	2755	3
23	3365	4
23	1585	3
23	2240	3
23	452	3
23	1380	3
23	2646	3
23	1221	4
23	3749	3
23	3046	3
23	1827	4
23	3450	3
23	1215	4
24	2675	3
24	2555	2
24	3091	4
24	2842	3
24	2896	3
24	2518	3
24	1348	4
24	750	4
24	764	3
24	818	3
24	1957	4
24	292	3
24	2817	2
24	118	3
24	600	3
25	74	3
25	1920	3
25	1446	4
25	694	3
25	2355	4
25	1041	4
25	428	4
25	2223	3
25	3431	3
25	2449	2
25	1236	4
25	1905	3
25	3218	3
25	1975	2
25	1408	4
26	3706	3
26	3628	3
26	2843	4
26	89	3
26	1021	3
26	3690	2
26	2398	4
26	3311	4
26	2364	3
26	2705	3
26	3098	4
26	229	3
26	2467	4
26	2285	4
26	2965	2
27	1245	4
27	3651	3
27	2309	4
27	2132	4
27	1681	2
27	1470	4
27	94	4
27	1648	4
27	984	3
27	2171	4
27	2174	4
27	789	4
27	858	5
27	2223	3
27	659	4
28	3641	4
28	3368	4
28	2892	3
28	3947	4
28	2350	3
28	320	4
28	2449	3
28	1729	4
28	3547	4
28	560	4
28	1893	4
28	709	4
28	800	4
28	2090	4
28	725	3
29	102	2
29	669	4
29	895	4
29	3159	4
29	1431	3
29	220	2
29	1194	4
29	73	4
29	1550	3
29	3814	4
29	245	4
29	2479	3
29	3330	4
29	146	3
29	2098	3
30	1989	2
30	832	3
30	3651	3
30	1833	3
30	2208	4
30	3506	3
30	2922	4
30	3839	2
30	1151	4
30	2553	3
30	2418	3
30	3299	2
30	1496	3
30	1107	3
30	2659	3
31	381	3
31	3797	2
31	2227	4
31	3180	2
31	3712	3
31	261	4
31	1222	4
31	2640	3
31	1886	3
31	2173	3
31	2435	3
31	835	3
31	173	2
31	2512	4
31	747	2
32	1041	4
32	698	3
32	726	4
32	2982	2
32	2535	3
32	3862	3
32	2315	2
32	2364	3
32	1475	3
32	2427	4
32	337	4
32	2972	4
32	1343	4
32	97	4
32	2061	4
33	2458	2
33	2037	3
33	2984	4
33	3808	4
33	1181	3
33	2210	4
33	965	4
33	1372	3
33	3865	3
33	1125	4
33	2367	2
33	810	1
33	2502	4
33	3695	2
33	326	4
34	711	2
34	1920	3
34	2868	2
34	980	3
34	2509	3
34	2689	3
34	2218	3
34	1677	3
34	530	4
34	1836	3
34	641	3
34	3088	4
34	2574	3
34	2404	3
34	3940	2
35	3737	4
35	270	3
35	2009	3
35	2162	2
35	3888	4
35	2330	4
35	3153	3
35	3635	4
35	2114	4
35	31	3
35	3875	3
35	1834	4
35	3652	3
35	1145	4
35	3670	4
36	1633	4
36	2115	4
36	3317	4
36	2525	2
36	1070	3
36	706	4
36	3224	4
36	2493	4
36	3184	3
36	830	3
36	2355	4
36	2569	4
36	3602	3
36	1367	3
36	2495	4
37	1317	3
37	2029	4
37	1884	3
37	3865	3
37	2908	4
37	1012	4
37	2729	4
37	418	3
37	3445	3
37	3915	3
37	3447	4
37	2666	3
37	249	4
37	1230	4
37	2646	3
38	337	4
38	2415	3
38	325	2
38	3506	3
38	3665	2
38	2553	3
38	2806	3
38	1341	3
38	1562	2
38	93	2
38	3807	3
38	634	3
38	3776	4
38	2717	3
38	2374	3
39	1639	4
39	808	3
39	488	3
39	626	2
39	1949	4
39	660	3
39	1249	4
39	2350	3
39	2778	2
39	2751	3
39	815	3
39	3058	2
39	2460	2
39	2192	3
39	619	2
40	2174	4
40	2605	3
40	970	4
40	551	4
40	2323	4
40	793	3
40	105	3
40	3797	3
40	814	4
40	1290	4
40	1597	3
40	2662	4
40	3210	4
40	2004	3
40	1185	4
41	2853	2
41	1718	3
41	585	3
41	1941	4
41	2021	3
41	377	3
41	1499	2
41	2931	4
41	59	3
41	1984	2
41	1661	3
41	3513	3
41	1690	3
41	2467	4
41	3935	3
42	189	3
42	2781	3
42	3250	3
42	2507	3
42	1070	3
42	3281	4
42	1249	4
42	788	3
42	2614	2
42	3330	4
42	925	3
42	2377	3
42	551	4
42	3136	4
42	3691	3
43	2649	3
43	2707	3
43	2288	4
43	637	2
43	3051	3
43	2188	3
43	404	4
43	515	4
43	2080	4
43	1834	4
43	2166	3
43	3937	3
43	1353	3
43	1376	3
43	3466	3
44	584	4
44	3865	3
44	3595	3
44	1880	4
44	2922	4
44	2172	4
44	3811	4
44	2762	5
44	3240	4
44	2590	3
44	3082	4
44	359	4
44	2845	4
44	555	4
44	2125	4
45	90	4
45	926	4
45	104	4
45	2349	4
45	3431	3
45	47	4
45	3792	4
45	1036	4
45	1358	4
45	2328	3
45	1825	3
45	3244	4
45	315	3
45	1042	4
45	1695	4
46	1022	4
46	257	3
46	1858	3
46	1489	3
46	692	2
46	2874	3
46	929	4
46	2477	2
46	80	4
46	1739	2
46	2466	4
46	1273	4
46	2355	4
46	267	3
46	2936	4
47	1472	3
47	1394	4
47	498	3
47	1353	3
47	1643	4
47	2276	4
47	947	4
47	2445	3
47	2905	4
47	2052	3
47	1160	3
47	3946	2
47	3367	4
47	2989	3
47	1236	4
48	3388	3
48	2932	4
48	2172	3
48	2283	3
48	2345	4
48	2602	3
48	1081	4
48	2478	3
48	2916	4
48	1906	3
48	1241	3
48	3948	4
48	3285	3
48	1973	2
48	3915	4
49	572	4
49	1214	4
49	3174	3
49	1420	4
49	3592	4
49	2871	4
49	2450	2
49	2176	4
49	2913	3
49	645	4
49	898	4
49	3652	3
49	218	3
49	2846	3
49	3122	4
50	3203	4
50	1887	3
50	2223	3
50	2525	2
50	1739	2
50	954	4
50	837	4
50	2267	3
50	3948	4
50	92	3
50	3601	4
50	2650	3
50	2133	4
50	3531	4
50	2027	3
51	259	3
51	783	3
51	3447	4
51	3724	4
51	2507	3
51	2016	3
51	1064	3
51	3533	4
51	2683	3
51	685	4
51	359	3
51	2467	4
51	270	3
51	2081	4
51	2499	4
52	2176	4
52	2858	4
52	195	3
52	564	3
52	3202	4
52	1283	4
52	591	4
52	1544	3
52	2999	4
52	3477	3
52	2576	4
52	3008	4
52	3264	3
52	827	4
52	1197	4
53	3633	3
53	2327	2
53	2368	2
53	3301	3
53	2184	3
53	1643	3
53	1660	3
53	1019	3
53	3946	2
53	2054	2
53	3088	4
53	194	3
53	7	3
53	2020	4
53	448	3
54	2648	4
54	1735	3
54	3556	3
54	1378	3
54	2031	3
54	1490	2
54	278	3
54	3243	3
54	320	4
54	736	3
54	1015	3
54	2059	3
54	211	3
54	2835	3
54	1933	3
55	2901	3
55	3062	4
55	1332	3
55	673	2
55	3565	3
55	800	4
55	3516	4
55	3491	3
55	3858	3
55	1955	4
55	3338	4
55	81	3
55	2923	3
55	2512	4
55	1845	4
56	2104	3
56	973	4
56	1219	4
56	830	3
56	3120	3
56	532	3
56	2768	3
56	998	3
56	785	3
56	2932	4
56	3818	3
56	1068	4
56	2714	3
56	744	3
56	2472	3
57	3865	3
57	3727	4
57	2844	3
57	1612	3
57	3658	4
57	33	3
57	413	3
57	3939	2
57	2193	3
57	464	3
57	2088	3
57	529	4
57	2385	3
57	715	4
57	2175	4
58	2218	4
58	2677	4
58	2922	4
58	1807	4
58	936	4
58	2741	3
58	2336	4
58	1960	4
58	1566	4
58	1825	3
58	3464	3
58	1834	4
58	1010	4
58	733	4
58	1747	4
59	3760	3
59	3261	3
59	3931	2
59	3540	3
59	3308	3
59	3208	3
59	2550	3
59	3462	4
59	1563	4
59	1879	4
59	1295	4
59	626	3
59	3916	4
59	539	4
59	3827	3
60	2720	2
60	2210	4
60	3185	4
60	695	3
60	1078	4
60	117	4
60	3861	3
60	1791	3
60	1654	3
60	2218	3
60	628	4
60	3892	3
60	547	3
60	1785	4
60	1622	4
61	550	3
61	1312	4
61	2490	4
61	1260	4
61	300	4
61	537	4
61	1071	4
61	3155	4
61	2135	4
61	1430	3
61	3420	4
61	972	4
61	719	3
61	1501	3
61	946	4
62	2338	2
62	192	4
62	3295	4
62	638	4
62	3745	3
62	3209	4
62	327	3
62	680	4
62	1978	2
62	3337	4
62	1532	3
62	3366	4
62	1277	4
62	3406	4
62	1212	4
63	1412	4
63	3632	4
63	1550	3
63	2890	4
63	3713	4
63	2713	3
63	95	3
63	134	4
63	2448	2
63	1754	3
63	2933	4
63	3301	3
63	2573	3
63	3691	3
63	103	3
64	2226	3
64	2410	3
64	3546	4
64	1272	4
64	2705	3
64	1425	3
64	2816	2
64	3346	3
64	3324	3
64	2754	2
64	1177	4
64	1820	4
64	1189	4
64	1375	3
64	3555	3
65	3678	4
65	3137	4
65	1548	4
65	22	4
65	1014	4
65	3755	3
65	2018	4
65	2328	3
65	3119	3
65	695	3
65	2260	3
65	3276	3
65	2196	3
65	388	4
65	2097	4
66	802	3
66	2640	4
66	315	3
66	1912	4
66	907	4
66	3563	2
66	2251	3
66	2417	3
66	3458	4
66	3579	3
66	3709	2
66	20	3
66	1246	4
66	3438	3
66	746	4
67	3705	3
67	799	3
67	3026	2
67	327	3
67	2970	4
67	1167	3
67	3651	3
67	202	3
67	2693	4
67	3031	2
67	1840	4
67	1862	2
67	262	4
67	2816	2
67	1924	3
68	1767	3
68	2384	3
68	834	3
68	2839	4
68	3290	3
68	2058	3
68	3862	3
68	2825	4
68	2753	3
68	1495	1
68	30	4
68	581	4
68	3282	4
68	919	4
68	2378	3
69	3471	4
69	781	4
69	2460	2
69	1282	4
69	3185	4
69	1662	3
69	1528	3
69	2309	4
69	2477	2
69	356	4
69	1485	4
69	2511	4
69	592	4
69	209	3
69	320	4
70	3830	3
70	3634	4
70	3879	3
70	846	4
70	2055	3
70	242	3
70	3132	3
70	2775	3
70	266	3
70	1077	4
70	3501	4
70	1687	3
70	1513	3
70	2390	4
70	3952	4
71	3716	3
71	184	3
71	3934	3
71	1487	3
71	1752	3
71	2937	4
71	1724	4
71	3386	4
71	3551	4
71	1104	4
71	1453	2
71	2966	4
71	261	4
71	1933	4
71	3144	3
72	2844	3
72	3136	4
72	1538	2
72	994	4
72	234	2
72	1431	3
72	2197	4
72	438	3
72	1203	4
72	690	3
72	1951	4
72	1117	4
72	862	4
72	3519	3
72	2106	3
73	2632	4
73	3591	4
73	1884	3
73	2724	3
73	470	2
73	743	3
73	2323	4
73	1833	3
73	3565	3
73	237	3
73	3451	4
73	2477	2
73	3780	3
73	1815	3
73	2611	4
74	1284	4
74	3324	3
74	3497	3
74	2871	4
74	266	4
74	1246	4
74	1302	4
74	262	4
74	2242	4
74	1534	4
74	529	4
74	2311	4
74	3853	4
74	3821	3
74	464	3
75	254	3
75	3831	4
75	2063	3
75	1047	4
75	1592	2
75	2893	3
75	3339	4
75	3844	4
75	2065	4
75	1125	4
75	2777	3
75	3627	4
75	3510	4
75	1014	4
75	624	4
76	3421	4
76	3165	3
76	3463	3
76	2131	4
76	598	4
76	771	4
76	2345	4
76	3260	4
76	2743	4
76	3844	4
76	1186	4
76	3311	4
76	3365	4
76	1245	4
76	195	3
77	2400	3
77	1325	2
77	1441	4
77	70	3
77	3016	3
77	3791	3
77	76	3
77	1966	4
77	2469	3
77	435	3
77	3280	3
77	801	3
77	2630	4
77	1703	3
77	783	3
78	2532	3
78	356	4
78	1500	4
78	1133	3
78	3920	4
78	490	3
78	581	4
78	510	3
78	854	4
78	2272	4
78	3046	4
78	1658	3
78	1091	3
78	2590	3
78	2543	3
79	3337	4
79	3459	3
79	3764	3
79	2173	4
79	2786	2
79	3494	4
79	1567	4
79	2952	4
79	3695	2
79	878	4
79	992	3
79	2104	4
79	184	3
79	1207	4
79	153	3
80	1901	4
80	3298	4
80	2490	4
80	1752	3
80	1097	4
80	583	4
80	1426	3
80	2936	4
80	2561	3
80	2869	4
80	1017	4
80	335	4
80	1591	3
80	614	4
80	3143	4
81	3645	4
81	1969	2
81	1268	4
81	1639	4
81	1880	4
81	2455	4
81	556	4
81	2080	4
81	3388	3
81	2490	4
81	134	4
81	496	4
81	2485	3
81	1393	4
81	1095	4
82	2927	4
82	3117	4
82	2918	4
82	2324	4
82	1037	3
82	2607	4
82	2544	3
82	2408	3
82	3449	3
82	2452	2
82	888	2
82	1231	4
82	2117	4
82	2343	3
82	1133	3
83	1412	4
83	3595	3
83	2036	2
83	2753	3
83	1586	3
83	1344	4
83	1259	4
83	3678	4
83	3247	3
83	1549	3
83	2884	3
83	985	4
83	3363	4
83	2333	4
83	11	4
84	513	3
84	2637	3
84	3683	4
84	206	4
84	828	3
84	2612	4
84	2455	4
84	2765	4
84	2367	3
84	3157	3
84	1457	3
84	2653	3
84	930	4
84	3946	2
84	2204	4
85	3033	4
85	396	4
85	1930	4
85	3194	3
85	1755	4
85	505	3
85	1125	4
85	2623	3
85	3131	3
85	1914	4
85	2458	3
85	398	4
85	449	4
85	1463	3
85	436	3
86	2713	3
86	1497	2
86	3793	4
86	776	4
86	2400	3
86	485	3
86	2358	4
86	2880	3
86	1362	4
86	1206	4
86	2440	4
86	153	3
86	171	4
86	3022	4
86	3746	4
87	2252	3
87	1073	4
87	1058	3
87	761	3
87	2568	2
87	2525	2
87	2443	4
87	445	3
87	2451	3
87	3032	4
87	3311	4
87	3835	3
87	2570	4
87	1259	4
87	274	3
88	3654	4
88	3114	4
88	3392	2
88	1037	3
88	1162	4
88	3036	3
88	2749	3
88	3770	3
88	136	4
88	1133	3
88	57	4
88	1564	4
88	2019	4
88	552	3
88	3460	3
89	2628	3
89	1534	4
89	1653	4
89	829	3
89	603	3
89	3258	3
89	3459	3
89	2713	3
89	3928	4
89	3754	3
89	1816	3
89	2834	4
89	985	4
89	2302	4
89	2425	4
90	3797	3
90	3380	4
90	502	2
90	347	4
90	3496	4
90	3073	3
90	3045	3
90	3919	2
90	3828	3
90	3387	3
90	2454	4
90	808	3
90	1360	4
90	3168	4
90	549	4
91	530	3
91	1942	4
91	3504	4
91	3692	2
91	1780	4
91	2196	2
91	926	4
91	3343	3
91	2404	2
91	1010	3
91	1659	3
91	2871	4
91	3604	4
91	377	3
91	875	3
92	3144	3
92	243	3
92	617	4
92	3476	4
92	694	3
92	154	4
92	302	3
92	2611	4
92	3061	4
92	2116	3
92	2460	3
92	459	3
92	3284	4
92	3909	3
92	1676	3
93	2293	4
93	2563	4
93	1429	3
93	1374	4
93	2812	4
93	1526	3
93	3923	3
93	3194	4
93	1432	3
93	3762	3
93	160	2
93	3017	3
93	2881	3
93	305	3
93	818	3
94	1683	3
94	2499	3
94	83	4
94	3136	4
94	416	2
94	2901	3
94	2083	3
94	3503	3
94	3249	3
94	2864	3
94	1612	3
94	3353	3
94	3252	3
94	3562	3
94	1260	4
95	244	3
95	3008	4
95	563	3
95	3573	2
95	2233	3
95	708	3
95	2625	3
95	2304	3
95	3025	3
95	278	3
95	2729	4
95	802	3
95	2301	4
95	3036	3
95	1286	3
96	1174	4
96	3168	4
96	623	3
96	260	4
96	3669	2
96	239	3
96	1832	3
96	3697	3
96	3753	4
96	3	3
96	191	3
96	1856	3
96	1901	4
96	3466	4
96	5	3
97	3487	4
97	120	3
97	3775	4
97	1105	2
97	726	3
97	3436	3
97	2086	3
97	2025	3
97	650	3
97	2770	3
97	2498	2
97	928	4
97	3570	4
97	338	3
97	2941	3
98	2677	4
98	1547	3
98	1589	3
98	501	4
98	3256	4
98	200	3
98	3403	3
98	127	4
98	73	4
98	2522	3
98	378	3
98	3011	4
98	3437	3
98	161	4
98	1619	4
99	3832	3
99	2722	3
99	1360	4
99	305	3
99	3917	3
99	2148	3
99	346	4
99	1550	3
99	3133	4
99	2303	4
99	3091	4
99	3507	4
99	833	2
99	2028	4
99	1104	4
100	1939	4
100	2218	4
100	588	4
100	508	4
100	698	4
100	18	4
100	2917	4
100	3833	3
100	2836	4
100	2421	3
100	1668	3
100	2633	4
100	1245	4
100	3014	4
100	3480	4
101	1615	4
101	3603	3
101	1381	2
101	2315	2
101	560	4
101	2148	3
101	2400	3
101	3522	4
101	2778	3
101	2089	3
101	3744	3
101	811	4
101	1580	4
101	3014	3
101	232	4
102	2388	3
102	1190	4
102	2499	4
102	515	4
102	3513	3
102	2471	3
102	2758	3
102	3737	4
102	503	4
102	2851	3
102	2391	4
102	1784	4
102	3203	4
102	1620	3
102	2358	4
103	2296	3
103	999	4
103	3939	2
103	2977	3
103	3156	3
103	643	3
103	1194	4
103	372	3
103	1043	3
103	2087	4
103	3421	4
103	2453	3
103	1115	4
103	2127	4
103	1099	4
104	3144	4
104	3404	4
104	568	4
104	2687	4
104	2324	5
104	3286	3
104	124	4
104	2549	3
104	3055	4
104	2795	4
104	1312	4
104	2939	4
104	3818	4
104	809	3
104	1927	4
105	3174	3
105	2605	3
105	2379	2
105	2769	3
105	2836	3
105	1187	4
105	1208	4
105	2767	3
105	1220	4
105	325	2
105	1696	3
105	2055	3
105	1069	4
105	2801	3
105	2062	3
106	1390	2
106	3090	4
106	226	3
106	1749	3
106	3510	3
106	618	2
106	2413	3
106	2976	3
106	2426	3
106	703	2
106	507	3
106	2596	3
106	2524	2
106	3412	3
106	2525	2
107	1180	4
107	1103	4
107	365	3
107	147	4
107	3799	2
107	3242	3
107	2880	3
107	3412	3
107	2196	3
107	2955	3
107	690	3
107	2911	3
107	3122	4
107	1029	4
107	3081	3
108	870	2
108	1453	2
108	3718	4
108	1332	3
108	3770	3
108	664	3
108	2748	2
108	3254	3
108	3663	2
108	2307	3
108	3042	2
108	3730	4
108	313	3
108	3052	4
108	1784	4
109	3851	4
109	2012	3
109	199	4
109	1228	4
109	1878	2
109	1423	4
109	1322	2
109	31	3
109	3355	3
109	366	3
109	838	4
109	2631	3
109	3341	4
109	3508	4
109	2523	2
110	299	4
110	1248	4
110	1797	4
110	1975	3
110	153	3
110	2772	3
110	3773	3
110	1263	4
110	2937	4
110	2626	4
110	1643	4
110	2922	4
110	1085	4
110	2363	4
110	220	3
111	360	3
111	1656	3
111	3524	3
111	3846	3
111	2574	3
111	3116	3
111	1365	4
111	881	2
111	2494	4
111	3115	3
111	1984	2
111	2226	3
111	1113	3
111	3350	4
111	3454	3
112	3464	2
112	849	2
112	2151	3
112	2	3
112	1615	3
112	586	3
112	1720	2
112	2351	4
112	2475	3
112	3013	3
112	731	3
112	451	3
112	201	3
112	2029	4
112	198	3
113	2449	2
113	2672	3
113	874	3
113	1500	4
113	892	4
113	876	3
113	1692	3
113	3806	3
113	1582	3
113	1516	4
113	187	3
113	270	3
113	112	3
113	2186	4
113	1020	3
114	3182	4
114	1	4
114	1264	4
114	16	4
114	2172	3
114	2614	2
114	1842	4
114	2930	4
114	2245	4
114	2991	4
114	3197	3
114	1498	3
114	1773	3
114	280	4
114	3022	4
115	3424	4
115	3000	4
115	3730	4
115	2028	4
115	560	4
115	716	3
115	489	3
115	3488	2
115	3289	4
115	3247	3
115	2833	4
115	110	4
115	3137	4
115	651	3
115	1508	4
116	1566	3
116	2271	4
116	2033	3
116	2653	3
116	2044	3
116	179	2
116	3416	4
116	882	3
116	1425	3
116	1532	3
116	2528	4
116	3792	4
116	578	4
116	461	4
116	1251	4
117	2136	4
117	2578	4
117	1002	4
117	2094	3
117	459	3
117	2752	3
117	3418	4
117	998	3
117	162	4
117	431	4
117	3914	4
117	2312	4
117	3039	4
117	2858	4
117	2455	4
118	2949	3
118	1220	3
118	1867	2
118	2728	4
118	120	3
118	2352	3
118	2860	3
118	2799	1
118	1021	2
118	2713	2
118	67	3
118	2290	3
118	833	2
118	2226	3
118	3014	3
119	2618	4
119	3392	2
119	2333	4
119	2464	3
119	2818	2
119	3696	2
119	3713	4
119	1525	2
119	2267	3
119	3563	2
119	2124	3
119	878	4
119	861	3
119	167	4
119	678	4
120	2560	3
120	2795	4
120	3871	4
120	1241	4
120	2542	4
120	3117	4
120	1995	3
120	1849	3
120	2333	4
120	2891	4
120	2721	4
120	843	4
120	363	4
120	1546	4
120	2084	3
121	3131	3
121	2689	3
121	3261	3
121	1415	4
121	337	4
121	1294	4
121	2778	3
121	2003	3
121	271	3
121	377	3
121	3530	3
121	3184	3
121	976	4
121	1871	4
121	3746	4
122	919	4
122	58	4
122	413	3
122	1582	3
122	3223	4
122	1538	2
122	1741	4
122	1343	4
122	3710	3
122	1006	3
122	3547	4
122	1692	3
122	302	4
122	3810	3
122	2422	2
123	2814	3
123	491	3
123	2371	4
123	1005	2
123	141	4
123	2834	4
123	2316	3
123	2372	3
123	1690	3
123	1043	3
123	781	4
123	1209	4
123	248	3
123	3113	2
123	3698	3
124	2371	3
124	236	3
124	592	3
124	3644	4
124	128	4
124	962	4
124	2976	3
124	1985	2
124	3169	3
124	1051	4
124	1126	2
124	1731	2
124	3277	4
124	2706	4
124	1132	4
125	3084	4
125	2795	4
125	1883	3
125	562	4
125	1468	3
125	1791	3
125	3922	3
125	250	3
125	2614	2
125	3056	4
125	1386	4
125	1849	3
125	204	3
125	3180	3
125	1390	3
126	1189	4
126	2762	4
126	1202	4
126	1354	4
126	2735	3
126	2620	4
126	1860	4
126	2763	3
126	1924	3
126	844	4
126	2672	3
126	1131	4
126	25	4
126	1944	4
126	2159	3
127	3404	3
127	2635	3
127	1665	2
127	2313	4
127	2572	3
127	1324	2
127	2122	2
127	3292	4
127	3209	3
127	1350	3
127	105	3
127	2136	3
127	1948	4
127	235	4
127	107	3
128	3228	3
128	1164	4
128	2238	4
128	2967	4
128	3559	4
128	3844	4
128	2375	3
128	1535	4
128	368	3
128	965	4
128	431	4
128	3204	4
128	1764	3
128	2268	4
128	2312	4
129	1258	4
129	520	3
129	515	4
129	66	2
129	3688	3
129	1868	4
129	475	4
129	2518	3
129	791	4
129	3825	3
129	2687	4
129	3255	4
129	1575	3
129	3036	3
129	3554	3
130	2895	3
130	3534	3
130	2193	3
130	2447	3
130	23	2
130	1253	4
130	787	4
130	3034	4
130	2995	2
130	3086	3
130	3653	4
130	3496	3
130	1076	4
130	2907	2
130	225	3
131	2410	3
131	3112	4
131	749	4
131	3597	3
131	947	4
131	2821	4
131	2584	4
131	2441	4
131	3762	3
131	1580	4
131	3158	4
131	3809	4
131	2161	4
131	1277	4
131	3489	3
132	3160	4
132	425	4
132	2509	3
132	2763	4
132	1417	3
132	3468	4
132	68	4
132	2915	4
132	2266	3
132	2495	4
132	1881	3
132	3845	3
132	928	4
132	882	3
132	2119	3
133	1728	3
133	3392	2
133	898	4
133	2916	4
133	793	3
133	3866	3
133	1553	3
133	3886	3
133	2674	3
133	1023	4
133	607	4
133	1113	3
133	2158	3
133	387	2
133	94	4
134	3097	4
134	2070	4
134	800	4
134	787	4
134	3258	3
134	932	4
134	3554	3
134	1043	3
134	1089	4
134	2305	4
134	25	4
134	3293	3
134	908	4
134	2575	4
134	3072	4
135	3098	4
135	2492	3
135	338	3
135	1411	4
135	287	3
135	3703	4
135	3903	4
135	1596	4
135	2928	4
135	3624	4
135	936	4
135	3197	3
135	430	3
135	319	4
135	1983	3
136	2622	3
136	2977	3
136	769	4
136	2472	3
136	1995	3
136	2488	4
136	2417	3
136	3680	4
136	490	4
136	2663	3
136	2073	4
136	1162	4
136	1113	3
136	2794	3
136	1406	4
137	1401	4
137	2855	3
137	2056	3
137	1591	3
137	423	3
137	387	3
137	2437	4
137	1151	4
137	114	4
137	827	4
137	568	4
137	2403	4
137	1599	2
137	1989	2
137	1024	3
138	2412	2
138	2532	3
138	2207	4
138	2555	2
138	605	4
138	3282	4
138	830	3
138	633	4
138	3274	3
138	1028	4
138	1503	3
138	29	4
138	3395	3
